Transporte,Nº Pallet,Material,Texto breve de material,    Ctd.,Cant. mat.,Usuario,Hora,Fecha,Usuario confirma,Hora,Fecha.Conf,Conf.,T. Pallet1
6182647,6,124224,"And Frut Naranja Light PT1,5 x 6","1,000","1,000",CRISTIAN REYES,01:34:34,01.03.2025,CRISTIAN REYES,01:36:48,01.03.2025,C,PM
6182647,6,120477,"Coca Cola Sin Azucar PT3,0 x 6","6,000","6,000",CRISTIAN REYES,01:34:34,01.03.2025,CRISTIAN REYES,01:36:48,01.03.2025,C,PM
6182647,6,120524,"Coca Cola Original PT3,0 x 6","14,000","14,000",CRISTIAN REYES,01:34:34,01.03.2025,CRISTIAN REYES,01:36:48,01.03.2025,C,PM
6182647,7,122233,Monster NJ Ripper LT473cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,127425,"Cer Quilmes VD300cc 4,9g x24","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,127341,"Cer Corona VD330cc 4,5g x18","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,127969,"Vino 120 3 Medlla Cs 13g VD187,5 4x6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,125631,"PSC A. CARM ESPEC 1,5L 35GX1","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,125518,"COC ART COCH SOU MNG1,0L 12GX1","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,125520,COC ART COCH SOUR 700CC 14G X1,"12,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,126211,ESPUM. MYLA MOSCATO 750CC 9G X6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,127985,"Espu Carmen Brut 12,8g VD750 x 1","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,128094,"Vino Gran 120 Red Blend 12g VD1,5 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,127431,"Cer Corona sin alcohol VD330cc 0,0g 6x4","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,127453,"Cer Leyen. de Origen Trauco 473cc5,5gx24","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,122236,Monster Ultra Peachy Keen LT473cc x 6,"16,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,122234,Monster Energy Zero Sugar Green LT473 x6,"8,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,122200,Monster Ultra LT473cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,125566,"PSC ART COCH MAS 1,0L 35G X1","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,128133,Vino Carmen Trad. RXN Rhin 13g VD750 x1,"12,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,127404,"Cer Quilmes LT354cc 4,9g x12","3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,122202,Monster Energy LT473cc x 6,"20,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,122217,Monster Mango Loco LT473cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,127294,Cer Stella Arts VD330cc 5g x24,"13,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,125556,PSC A.CARMEN TRANS 750CC 40GX1,"18,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,7,128149,"Coc Vino 120 Melvin Melón Tuna 9g1,5Ltx6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182647,8,122921,Benedictino S/G PT6.5 x 2 Cilindrico,"84,000","84,000",,00:00:00,,FULL,00:02:30,01.03.2025,C,PC
6182647,9,122423,Ades Naranja TT200cc x 6,"4,000","4,000",JONATHAN PINO,00:30:18,01.03.2025,JONATHAN PINO,00:30:42,01.03.2025,C,PM
6182647,9,123434,Del Valle Naranja PT400cc x 6,"1,000","1,000",JONATHAN PINO,00:30:18,01.03.2025,JONATHAN PINO,00:30:42,01.03.2025,C,PM
6182647,9,124430,Kapo Manzana Sachet 252cc 6X4,"1,000","1,000",JONATHAN PINO,00:30:18,01.03.2025,JONATHAN PINO,00:30:42,01.03.2025,C,PM
6182647,9,123614,AndiF Piña Personal 200cc x 6*4,"1,000","1,000",JONATHAN PINO,00:30:18,01.03.2025,JONATHAN PINO,00:30:42,01.03.2025,C,PM
6182647,9,122408,"Ades Naranja TT1,0 x 8","1,000","1,000",JONATHAN PINO,00:30:18,01.03.2025,JONATHAN PINO,00:30:42,01.03.2025,C,PM
6182647,10,120369,"Powerade Zero Lima Limon PT1,1 x 6","2,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120438,Coca Cola Sin Azucar PT591cc x 6,"7,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120683,Fanta Zero PT591cc x 6,"5,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120142,Coca Cola LT350cc x 6 FILM,"44,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,121560,Sprite Sin Azucar LT350cc x6,"16,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120783,Powerade Zero Uva PT600cc x 6,"1,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120377,"Powerade Frozen Blast PT1,1 x 6","6,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,121384,Sprite MidCal PT591cc x 6,"5,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,122304,Aquarius Limonada Low Cal PT500cc x 6,"1,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,122729,Vital S/G PT600cc x 12 term,"9,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,121561,Sprite Sin Azucar PT591cc x6,"4,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120367,"Powerade Zero Uva PT1,1 x 6","1,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,122629,Vital C/G PT600cc x 12 ter,"10,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,122739,Vital S/G PT990cc x 6,"1,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,123433,Del Valle Durazno PT400cc x 6,"1,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,125701,Guall Agua Limon PT500cc x 6,"6,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,125744,"Guall Jugo Naranja PT1,0 x 6","1,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,125743,"Guall Jugo Manzana Pera PT1,0 x 6","1,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,122951,Benedictino C/G PT500cc x 12,"21,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,125715,Guall Agua Manzana PT500 x 6,"6,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,125700,Guall Agua Mango Maracuya PT500 x 6,"6,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120439,Coca Cola Light PT591cc x 6,"4,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,125716,Guall Agua Pera PT500 x 6,"6,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120375,"Powerade Naranja PT1,1 x 6","1,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120437,Coca Cola  PT591cc x 6,"9,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120373,"Powerade Rojo PT1,1 x 6","3,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,125753,Guall Nectar Mango Piña Naranja VD300 x6,"6,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,125751,Guall Nectar Mango VD300 x 6,"6,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120509,Coca Cola Sin Azucar LT350cc x 6 FILM,"24,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120760,Powerade Rojo  PT600cc x 6 SPMK,"1,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,125752,Guall Jugo Manzana VD300 x 6,"6,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120445,Coca Cola Light LT350cc x 6,"16,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,120371,"Powerade Zero Frozen Blast PT1,1 x 6","4,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,125754,Guall Jugo Naranja VD300 x 6,"6,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182647,10,121246,Fanta Nar Zero+Vit. C LT350cc x 6,"16,000","    0,000",NICOLAS VALENZUELA,02:16:36,01.03.2025,,00:00:00,,,PM
6182648,8,120447,"Coca Cola Sin Azucar RP3,0 x 6","5,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,8,120250,"Coca Cola RP3,0 x 6","5,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,8,120461,"Coca Cola Sin Azucar RP2,0 x 8","20,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,8,121350,"Sprite MidCal RP3,0 x 6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,7,120263,Vitaminwater Powerc PT500cc x 4,"10,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,7,122739,Vital S/G PT990cc x 6,"5,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,7,120377,"Powerade Frozen Blast PT1,1 x 6","10,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,7,120375,"Powerade Naranja PT1,1 x 6","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,7,120373,"Powerade Rojo PT1,1 x 6","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,7,120369,"Powerade Zero Lima Limon PT1,1 x 6","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,7,120367,"Powerade Zero Uva PT1,1 x 6","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,6,121567,"Sprite Sin Azucar PT3,0 x6","10,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,6,121076,"Nordic Zero Ginger Ale PT3,0 x 6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,6,120477,"Coca Cola Sin Azucar PT3,0 x 6","30,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,6,120474,"Coca Cola Light PT3,0 Cont x 6","15,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,5,120438,Coca Cola Sin Azucar PT591cc x 6,"40,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,5,120439,Coca Cola Light PT591cc x 6,"20,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,5,120437,Coca Cola  PT591cc x 6,"40,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,5,120782,Powerade Zero F- Blast PT600cc x 6,"2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,5,120509,Coca Cola Sin Azucar LT350cc x 6 FILM,"160,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,5,122884,Schweppes Ginger Ale S/Azucar LT310cc x6,"12,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,5,120247,Coca Cola LT220cc x 6,"20,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,5,122729,Vital S/G PT600cc x 12 term,"20,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,4,120121,"Coca Cola PT1,5cc x 6","104,000","    0,000",,00:00:00,,,00:00:00,,,PC
6182648,3,122878,"Schweppes Agua Tonica S/Azucar PT1,5 x 6","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,3,121276,"Fanta Zero PT3,0 x 6","5,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182648,2,120480,"Coca Cola Sin Azucar PT1,5 x 6","104,000","    0,000",,00:00:00,,,00:00:00,,,PC
6182648,1,120480,"Coca Cola Sin Azucar PT1,5 x 6","104,000","    0,000",,00:00:00,,,00:00:00,,,PC
6182649,1,121328,Sprite MidCal PT2.5 x 6,"16,000","16,000",FERNANDO CASTILLO,00:50:38,01.03.2025,FERNANDO CASTILLO,00:51:02,01.03.2025,C,PM
6182649,1,122937,"Benedictino Limonada Jengbre PT1,5cc x 6","21,000","21,000",FERNANDO CASTILLO,00:50:38,01.03.2025,FERNANDO CASTILLO,00:51:02,01.03.2025,C,PM
6182649,1,122939,Benedictino Manzana PT1.5cc x 6,"13,000","13,000",FERNANDO CASTILLO,00:50:38,01.03.2025,FERNANDO CASTILLO,00:51:02,01.03.2025,C,PM
6182649,1,122938,Benedictino Pera PT1.5cc x 6,"15,000","15,000",FERNANDO CASTILLO,00:50:38,01.03.2025,FERNANDO CASTILLO,00:51:02,01.03.2025,C,PM
6182649,1,122910,Benedictino Frutilla 1.5cc x 6,"13,000","13,000",FERNANDO CASTILLO,00:50:38,01.03.2025,FERNANDO CASTILLO,00:51:02,01.03.2025,C,PM
6182649,2,120142,Coca Cola LT350cc x 6 FILM,"112,000","112,000",JONATHAN PINO,00:30:25,01.03.2025,JONATHAN PINO,00:30:46,01.03.2025,C,PM
6182649,2,120445,Coca Cola Light LT350cc x 6,"8,000","8,000",JONATHAN PINO,00:30:25,01.03.2025,JONATHAN PINO,00:30:46,01.03.2025,C,PM
6182649,2,123456,"Del Valle Piña PT 1,25 Lt x 6","75,000","75,000",JONATHAN PINO,00:30:25,01.03.2025,JONATHAN PINO,00:30:46,01.03.2025,C,PM
6182649,3,123455,"Del Valle Naranja PT 1,25 Lt x 6","64,000","64,000",FERNANDO CASTILLO,00:50:42,01.03.2025,FERNANDO CASTILLO,00:51:13,01.03.2025,C,PM
6182649,4,120123,"Coca Cola PT2,0cc x 6","80,000","80,000",,00:00:00,,FULL,00:02:36,01.03.2025,C,PC
6182649,5,120447,"Coca Cola Sin Azucar RP3,0 x 6","14,000","14,000",JEAN ETIENNE,00:47:53,01.03.2025,JEAN ETIENNE,00:48:15,01.03.2025,C,PM
6182649,5,120141,Coca Cola Personal 350cc x 24,"1,000","1,000",JEAN ETIENNE,00:47:53,01.03.2025,JEAN ETIENNE,00:48:15,01.03.2025,C,PM
6182649,5,120250,"Coca Cola RP3,0 x 6","22,000","22,000",JEAN ETIENNE,00:47:53,01.03.2025,JEAN ETIENNE,00:48:15,01.03.2025,C,PM
6182649,6,120123,"Coca Cola PT2,0cc x 6","20,000","20,000",FERNANDO CASTILLO,00:50:40,01.03.2025,FERNANDO CASTILLO,00:51:06,01.03.2025,C,PM
6182649,6,120522,"Coca Cola Sin Azucar PT2,0 x 6","19,000","19,000",FERNANDO CASTILLO,00:50:40,01.03.2025,FERNANDO CASTILLO,00:51:06,01.03.2025,C,PM
6182649,6,122977,"Benedictino C/G PT3,0 x 6","15,000","15,000",FERNANDO CASTILLO,00:50:40,01.03.2025,FERNANDO CASTILLO,00:51:06,01.03.2025,C,PM
6182649,7,120522,"Coca Cola Sin Azucar PT2,0 x 6","80,000","80,000",,00:00:00,,FULL,00:02:41,01.03.2025,C,PC
6182649,8,123457,"Del Valle MultiFrutilla Pt 1,25 x 6","105,000","105,000",FERNANDO CASTILLO,00:50:50,01.03.2025,FERNANDO CASTILLO,00:51:10,01.03.2025,C,PM
6182649,9,123454,"Del Valle Durazno Light PT1,25 x 6","76,000","76,000",FERNANDO CASTILLO,00:50:44,01.03.2025,FERNANDO CASTILLO,00:50:54,01.03.2025,C,PM
6182649,10,123453,"Del Valle Durazno PT 1,25 Lt x 6","98,000","98,000",FERNANDO CASTILLO,00:50:30,01.03.2025,FERNANDO CASTILLO,00:51:24,01.03.2025,C,PM
6182649,11,122234,Monster Energy Zero Sugar Green LT473 x6,"16,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,121567,"Sprite Sin Azucar PT3,0 x6","15,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,122629,Vital C/G PT600cc x 12 ter,"6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,122729,Vital S/G PT600cc x 12 term,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,122953,Benedictino S/G PT500cc x 12 (Fab),"10,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,120725,Powerade Frozen Blast PT600cc x 6,"6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,120782,Powerade Zero F- Blast PT600cc x 6,"2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,120783,Powerade Zero Uva PT600cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,120437,Coca Cola  PT591cc x 6,"40,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,120439,Coca Cola Light PT591cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,120438,Coca Cola Sin Azucar PT591cc x 6,"15,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,120636,Fanta Naranja Full Sugar PT591ml x6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,121384,Sprite MidCal PT591cc x 6,"2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,10,121561,Sprite Sin Azucar PT591cc x6,"3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,9,120683,Fanta Zero PT591cc x 6,"3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,9,122951,Benedictino C/G PT500cc x 12,"2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,9,123438,Del Valle Frutilla TT200cc x 6*4,"3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,9,123614,AndiF Piña Personal 200cc x 6*4,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,9,123814,Andi Nectar Durazno TT200cc x 6*4,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,9,123604,Andi Naranja Personal TT200cc x 6*4,"9,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,9,122127,Powerade Frozen Blast 4PACK PT600cc x 4,"29,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,9,120266,Vitaminwater Energy  PT500cc x 4,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,9,120263,Vitaminwater Powerc PT500cc x 4,"8,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,9,120262,Vitaminwater Revive PT500cc x 4,"6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182651,9,120509,Coca Cola Sin Azucar LT350cc x 6 FILM,"36,000","    0,000",,00:00:00,,,00:00:00,,,PM
